	input	category	prediction
196	Jacob noticed that the hippo smiled .	only_seen_as_unacc_subj_as_unerg_subj	Jacob ( 5 ) ; hippo ( 19 ) ; smile ( 33 ) ; notice ( 12 ) AND recipient ( 12 , 19 ) AND agent ( 12 , 5 ) AND theme ( 33 , 19 )
197	A girl believed that a hippo jogged .	only_seen_as_unacc_subj_as_unerg_subj	girl ( 2 ) ; hippo ( 14 ) ; jog ( 21 ) ; believe ( 31 ) AND agent ( 31 , 2 ) AND recipient ( 31 , 14 ) AND theme ( 31 , 21 )
198	The doctor liked that a hippo jogged .	only_seen_as_unacc_subj_as_unerg_subj	* doctor ( 4 ) ; hippo ( 20 ) ; jog ( 26 ) ; like ( 12 ) AND agent ( 12 , 4 ) AND recipient ( 12 , 20 ) AND theme ( 26 , 20 )
199	The dog expected that a hippo slept .	only_seen_as_unacc_subj_as_unerg_subj	* dog ( 4 ) ; hippo ( 22 ) ; sleep ( 34 ) AND agent ( 34 , 22 ) AND recipient ( 4 , 34 ) AND expect ( 52 ) AND agent ( 52 , 4 ) AND theme ( 52 , 34 )
200	Emma squeezed a donut .	passive_to_active	Emma ( 26 ) ; donut ( 21 ) ; squeeze ( 30 ) AND agent ( 30 , 26 ) AND theme ( 30 , 21 )
201	Mason liked that Emma squeezed the cake beside a book .	passive_to_active	Mason ( 1 ) ; Emma ( 4 ) ; cake ( 11 ) ; book ( 25 ) ; squeeze ( 9 ) AND agent ( 9 , 4 ) AND theme ( 9 , 11 ) AND recipient ( 9 , 25 ) AND like ( 30 ) AND agent ( 30 , 1 ) AND theme ( 30 , 9 )
202	Leah meant that Emma squeezed the rose beside the piano .	passive_to_active	Leah ( 3 ) ; Emma ( 6 ) ; squeeze ( 18 ) ; rose ( 13 ) ; piano ( 27 ) ; beside ( 25 ) ; mean ( 36 ) AND agent ( 18 , 6 ) AND theme ( 18 , 13 ) AND recipient ( 18 , 25 ) AND theme ( 36 , 18 ) AND agent ( 36 , 3 )
203	Nora squeezed Benjamin .	passive_to_active	Nora ( 3 ) ; Benjamin ( 7 ) ; squeeze ( 18 ) AND agent ( 18 , 3 ) AND theme ( 18 , 7 )
204	The girl squeezed a book on a table .	passive_to_active	* girl ( 17 ) ; * book ( 23 ) ; * table ( 31 ) ; squeeze ( 44 ) AND agent ( 44 , 17 ) AND theme ( 44 , 23 ) AND recipient ( 44 , 31 )
205	The frog squeezed Emma .	passive_to_active	* frog ( 16 ) ; Emma ( 23 ) ; squeeze ( 35 ) AND agent ( 35 , 16 ) AND recipient ( 35 , 23 )
206	A cat squeezed Amelia .	passive_to_active	cat ( 26 ) ; Amelia ( 39 ) ; squeeze ( 31 ) AND agent ( 31 , 26 ) AND theme ( 31 , 39 )
207	A monkey squeezed Emma .	passive_to_active	monkey ( 10 ) ; Emma ( 18 ) ; squeeze ( 25 ) AND agent ( 25 , 10 ) AND recipient ( 25 , 18 )
208	Olivia squeezed a fish on the crack .	passive_to_active	Olivia ( 7 ) ; * fish ( 21 ) ; crack ( 31 ) ; squeeze ( 40 ) AND agent ( 40 , 7 ) AND theme ( 40 , 21 ) AND recipient ( 40 , 31 )
209	Amelia squeezed a beer .	passive_to_active	Amelia ( 27 ) ; beer ( 17 ) ; squeeze ( 39 ) AND agent ( 39 , 27 ) AND theme ( 39 , 17 )
210	Ethan squeezed the girl in the garden .	passive_to_active	Ethan ( 1 ) ; * girl ( 15 ) ; garden ( 27 ) ; squeeze ( 22 ) AND agent ( 22 , 1 ) AND theme ( 22 , 15 ) AND recipient ( 22 , 27 )
211	The dog squeezed a box .	passive_to_active	* dog ( 26 ) ; * box ( 38 ) ; squeeze ( 47 ) AND agent ( 47 , 26 ) AND theme ( 47 , 38 )
212	A dog squeezed Liam .	passive_to_active	dog ( 16 ) ; Liam ( 31 ) ; squeeze ( 22 ) AND agent ( 22 , 16 ) AND recipient ( 22 , 31 )
213	Ella squeezed a rose on a chair on the speaker .	passive_to_active	Ella ( 1 ) ; * rose ( 12 ) ; * chair ( 21 ) ; * speaker ( 29 ) ; squeeze ( 7 ) AND agent ( 7 , 1 ) AND theme ( 7 , 12 ) AND recipient ( 7 , 21 ) AND recipient ( 7 , 29 )
214	William squeezed the cake on a stool beside the chair .	passive_to_active	* William ( 5 ) ; cake ( 14 ) ; stool ( 31 ) ; chair ( 38 ) ; squeeze ( 19 ) AND agent ( 19 , 5 ) AND theme ( 19 , 14 ) AND recipient ( 19 , 31 )
215	Elizabeth squeezed the strawberry beside a crystal .	passive_to_active	Elizabeth ( 18 ) ; strawberry ( 24 ) ; crystal ( 35 ) ; squeeze ( 42 ) AND agent ( 42 , 18 ) AND theme ( 42 , 24 ) AND recipient ( 42 , 35 )
216	A boy squeezed a box .	passive_to_active	* boy ( 22 ) ; * box ( 28 ) ; squeeze ( 41 ) AND agent ( 41 , 22 ) AND theme ( 41 , 28 )
217	Carter squeezed Emma .	passive_to_active	Carter ( 16 ) ; Emma ( 23 ) ; squeeze ( 28 ) AND agent ( 28 , 16 ) AND recipient ( 28 , 23 )
218	Emma squeezed a girl on a stool .	passive_to_active	* Emma ( 18 ) ; * girl ( 26 ) ; stool ( 34 ) ; squeeze ( 42 ) AND agent ( 42 , 18 ) AND theme ( 42 , 26 ) AND recipient ( 42 , 34 )
219	The girl squeezed Jacob .	passive_to_active	* girl ( 11 ) ; Jacob ( 33 ) ; squeeze ( 26 ) AND agent ( 26 , 11 ) AND recipient ( 26 , 33 )
220	Jackson shipped a friend the tool on a tree .	pp_dative_to_do_dative	* Jackson ( 24 ) ; * friend ( 8 ) ; tool ( 17 ) ; tree ( 37 ) ; ship ( 43 ) AND theme ( 43 , 17 ) AND agent ( 43 , 24 ) AND recipient ( 43 , 8 ) AND location ( 43 , 37 )
221	Olivia shipped Emma the rose in a tin .	pp_dative_to_do_dative	Olivia ( 1 ) ; Emma ( 3 ) ; rose ( 7 ) ; tin ( 10 ) ; ship ( 15 ) AND agent ( 15 , 1 ) AND recipient ( 15 , 3 ) AND theme ( 15 , 7 ) AND recipient ( 15 , 10 )
222	The citizen shipped Liam a cake in a house .	pp_dative_to_do_dative	* citizen ( 4 ) ; Liam ( 9 ) ; cake ( 14 ) ; house ( 24 ) ; ship ( 19 ) AND agent ( 19 , 4 ) AND theme ( 19 , 14 ) AND recipient ( 19 , 9 ) AND location ( 19 , 24 )
223	A girl shipped Oliver the clock .	pp_dative_to_do_dative	girl ( 2 ) ; Oliver ( 15 ) ; clock ( 21 ) ; ship ( 9 ) AND agent ( 9 , 2 ) AND recipient ( 9 , 15 ) AND theme ( 9 , 21 )
224	The coach shipped Emma the seed .	pp_dative_to_do_dative	* coach ( 11 ) ; Emma ( 23 ) ; seed ( 18 ) ; ship ( 38 ) AND agent ( 38 , 11 ) AND theme ( 38 , 18 ) AND recipient ( 38 , 23 )
225	Grayson shipped the boy a bell .	pp_dative_to_do_dative	Grayson ( 15 ) ; * boy ( 33 ) ; bell ( 26 ) ; ship ( 22 ) AND theme ( 22 , 26 ) AND agent ( 22 , 15 ) AND recipient ( 22 , 33 )
226	The coach shipped a dog a cake .	pp_dative_to_do_dative	* coach ( 10 ) ; * dog ( 19 ) ; cake ( 23 ) ; ship ( 36 ) AND agent ( 36 , 10 ) AND theme ( 36 , 19 ) AND recipient ( 36 , 23 )
227	A passenger shipped Riley the cake .	pp_dative_to_do_dative	passenger ( 14 ) ; Riley ( 18 ) ; cake ( 24 ) ; ship ( 32 ) AND agent ( 32 , 14 ) AND recipient ( 32 , 18 ) AND theme ( 32 , 24 )
228	A girl liked that Scarlett declared that the prince shipped Olivia a sandwich in a house .	pp_dative_to_do_dative	* girl ( 10 ) ; Scarlett ( 23 ) ; prince ( 46 ) ; Olivia ( 51 ) ; sandwich ( 59 ) ; house ( 67 ) ; like ( 6 ) AND agent ( 6 , 10 ) AND theme ( 6 , 34 ) AND declare ( 34 ) AND agent ( 34 , 23 ) AND theme ( 34 , 46 ) AND ship ( 56 ) AND agent ( 56 , 46 ) AND recipient ( 56 , 51 ) AND theme ( 56 , 59 ) AND in ( 63 ) AND location ( 59 , 67 )
229	A girl shipped the boy a chalk in a garden .	pp_dative_to_do_dative	* girl ( 2 ) ; * boy ( 10 ) ; chalk ( 18 ) ; garden ( 27 ) ; ship ( 35 ) AND agent ( 35 , 2 ) AND theme ( 35 , 18 ) AND recipient ( 35 , 10 )
230	Skylar shipped Scarlett a bucket .	pp_dative_to_do_dative	Skylar ( 17 ) ; Scarlett ( 22 ) ; bucket ( 26 ) ; ship ( 39 ) AND agent ( 39 , 17 ) AND recipient ( 39 , 22 ) AND theme ( 39 , 26 )
231	Emma shipped Alexander a box on the stage .	pp_dative_to_do_dative	Emma ( 5 ) ; Alexander ( 16 ) ; box ( 26 ) ; stage ( 34 ) ; ship ( 19 ) AND agent ( 19 , 5 ) AND theme ( 19 , 26 ) AND recipient ( 19 , 16 ) AND location ( 19 , 34 )
232	A father shipped Liam the rose on a table .	pp_dative_to_do_dative	father ( 16 ) ; Liam ( 20 ) ; rose ( 30 ) ; table ( 38 ) ; ship ( 24 ) AND agent ( 24 , 16 ) AND recipient ( 24 , 20 ) AND theme ( 24 , 30 ) AND IN ( 24 , 38 )
233	Emma shipped a girl the cake .	pp_dative_to_do_dative	*Emma ( 6 ) ; *girl ( 16 ) ; cake ( 26 ) ; ship ( 34 ) AND theme ( 34 , 26 ) AND recipient ( 34 , 16 ) AND agent ( 34 , 6 )
234	The boy respected that Samuel shipped Olivia the box in the room .	pp_dative_to_do_dative	* boy ( 4 ) ; Samuel ( 15 ) ; Olivia ( 25 ) ; box ( 34 ) ; room ( 43 ) ; respect ( 56 ) AND agent ( 56 , 4 ) AND recipient ( 56 , 25 ) AND theme ( 56 , 34 ) AND location ( 56 , 43 ) AND ship ( 14 , 15 , 25 , 34 , 43 )
235	Eleanor shipped Joseph a cake beside the table .	pp_dative_to_do_dative	Eleanor ( 7 ) ; Joseph ( 17 ) ; cake ( 29 ) ; ship ( 45 ) AND theme ( 45 , 29 ) AND agent ( 45 , 7 ) AND recipient ( 45 , 17 ) AND beside ( 29 , table ( 53 ) )
236	A lion shipped Mateo the cake .	pp_dative_to_do_dative	lion ( 2 ) ; Mateo ( 18 ) ; cake ( 23 ) ; ship ( 36 ) AND theme ( 36 , 23 ) AND recipient ( 36 , 18 ) AND agent ( 36 , 2 )
237	Hannah shipped Brooklyn the cake .	pp_dative_to_do_dative	* Hannah ( 10 ) ; * Brooklyn ( 24 ) ; cake ( 32 ) ; ship ( 17 ) AND agent ( 17 , 10 ) AND recipient ( 17 , 24 ) AND theme ( 17 , 32 )
238	A boy shipped a frog the sandwich in the garden .	pp_dative_to_do_dative	* boy ( 3 ) ; frog ( 10 ) ; sandwich ( 14 ) ; garden ( 20 ) ; ship ( 29 ) AND agent ( 29 , 3 ) AND recipient ( 29 , 10 ) AND theme ( 29 , 14 ) AND location ( 29 , 20 )
239	The donkey shipped Noah a donut .	pp_dative_to_do_dative	* donkey ( 4 ) ; Noah ( 10 ) ; * donut ( 19 ) ; ship ( 27 ) AND agent ( 27 , 4 ) AND theme ( 27 , 19 ) AND recipient ( 27 , 10 )
240	Logan slipped a donut on the bun beside the bed beside the table in a cup beside a tree to Emily .	pp_recursion	* Logan ( 1 ) ; * donut ( 7 ) ; * bun ( 15 ) ; * bed ( 23 ) ; * table ( 31 ) ; * cup ( 39 ) ; * tree ( 47 ) ; Emily ( 56 ) ; slip ( 55 ) AND agent ( 55 , 1 ) AND theme ( 55 , 7 ) AND recipient ( 55 , 15 ) AND recipient ( 55 , 23 ) AND recipient ( 55 , 31 ) AND recipient ( 55 , 39 ) AND recipient ( 55 , 47 ) AND recipient ( 55 , 56 )
241	A judge poked the donut in a cupboard beside the bin beside the seat in a taxi beside a bed in a house beside a stage in a garden on a rock beside a table .	pp_recursion	* judge ( 2 ) ; * donut ( 8 ) ; * cupboard ( 18 ) ; * bin ( 24 ) ; * seat ( 30 ) ; * taxi ( 36 ) ; * bed ( 42 ) ; * house ( 48 ) ; * stage ( 54 ) ; * garden ( 60 ) ; * rock ( 66 ) ; * table ( 72 ) ; poke ( 82 ) AND agent ( 82 , 2 ) AND theme ( 82 , 8 ) AND location ( 82 , 18 ) AND location ( 18 , 24 ) AND location ( 18 , 30 ) AND location ( 30 , 36 ) AND location ( 36 ,
242	A cat served a box on the napkin beside a log on a bed beside the bike on a TV to the prince .	pp_recursion	* cat ( 3 ) ; * box ( 9 ) ; * napkin ( 13 ) ; * log ( 19 ) ; * bed ( 23 ) ; * bike ( 29 ) ; * TV ( 34 ) ; * prince ( 38 ) ; serve ( 60 ) AND agent ( 60 , 3 ) AND theme ( 60 , 9 ) AND recipient ( 60 , 13 ) AND recipient ( 60 , 19 ) AND recipient ( 60 , 23 ) AND recipient ( 60 , 29 ) AND recipient ( 60 , 34 ) AND recipient ( 60 , 38 )
243	Liam liked the soldier beside a bottle on the road beside a cup in a room on a sock in a well on the chair in a basin .	pp_recursion	* Liam ( 12 ); * soldier ( 20 ); * bottle ( 28 ); * road ( 36 ); * cup ( 44 ); * room ( 52 ); * sock ( 60 ); * chair ( 68 ); * basin ( 76 ) ; like ( 8 ) AND agent ( 8 , 12 ) AND theme ( 8 , 20 ) AND recipient ( 20 , 28 ) AND recipient ( 28 , 36 ) AND recipient ( 36 , 44 ) AND recipient ( 44 , 52 ) AND recipient ( 52 , 60 ) AND recipient ( 60 , 68 ) AND recipient ( 68 , 76 )
244	Emma appreciated that the cat snapped the dealer in the cage beside the book in a house beside a sink beside the cup beside a chair beside the bin on the bed .	pp_recursion	* Emma ( 32 ) ; * cat ( 18 ) ; * dealer ( 26 ) ; snap ( 10 ) AND agent ( 10 , 18 ) AND theme ( 10 , 26 ) AND recipient ( 10 , 39 ) ; * cage ( 39 ) ; * book ( 47 ) ; * house ( 53 ) ; * sink ( 61 ) ; * cup ( 67 ) ; * chair ( 73 ) ; * bin ( 79 ) ; * bed ( 86 ) AND near ( 18 , 39 ) AND near ( 39 , 47 ) AND near ( 47 , 53 ) AND near ( 53 , 61 ) AND near ( 61
245	Liam liked a donut in the garden in the well on a bike in the house on a bowl in a pod .	pp_recursion	* Liam ( 14 ) ; donut ( 23 ) ; garden ( 32 ) ; well ( 41 ) ; bike ( 50 ) ; house ( 59 ) ; bowl ( 68 ) ; pod ( 77 ) ; like ( 95 ) AND agent ( 95 , 14 ) AND theme ( 95 , 23 ) AND recipient ( 95 , 32 ) AND recipient ( 95 , 41 ) AND recipient ( 95 , 50 ) AND recipient ( 95 , 59 ) AND recipient ( 95 , 68 ) AND recipient ( 95 , 77 )
246	A cat froze a chicken on a chair in a garden on a table in a dumpster beside the monk beside a bed .	pp_recursion	* cat ( 26 ) ; * chicken ( 28 ) ; * chair ( 32 ) ; * garden ( 36 ) ; * table ( 40 ) ; * dumpster ( 44 ) ; * monk ( 50 ) ; * bed ( 56 ) ; freeze ( 18 ) AND agent ( 18 , 26 ) AND theme ( 18 , 28 ) AND recipient ( 28 , 32 ) AND recipient ( 32 , 36 ) AND recipient ( 36 , 40 ) AND recipient ( 40 , 44 ) AND recipient ( 44 , 50 ) AND recipient ( 50 , 56 )
247	The girl sketched the cat in a house on a seat beside a table beside a dragon on the notebook in a jar in the room .	pp_recursion	* girl ( 4 ) ; * cat ( 12 ) ; * house ( 18 ) ; * seat ( 27 ) ; * table ( 37 ) ; * dragon ( 48 ) ; * notebook ( 62 ) ; * jar ( 70 ) ; * room ( 81 ) ; sketch ( 94 ) AND agent ( 94 , 4 ) AND theme ( 94 , 12 ) AND in ( 12 , 18 ) AND beside ( 18 , 27 ) AND beside ( 27 , 37 ) AND beside ( 37 , 48 ) AND on ( 48 , 62 ) AND in ( 62 , 70 ) AND in ( 70 , 81 )
248	The boy ate the monster in the cabinet in a envelope on the tiger beside the painting beside a cat on a box beside a table on a surface in the house in the cup beside the stage .	pp_recursion	* boy ( 5 ) ; * monster ( 13 ) ; * cabinet ( 19 ) ; * envelope ( 25 ) ; * tiger ( 37 ) ; * painting ( 45 ) ; * cat ( 53 ) ; * box ( 59 ) ; * table ( 67 ) ; * surface ( 73 ) ; * house ( 83 ) ; * cup ( 91 ) ; * stage ( 97 ) ; eat ( 10 ) AND agent ( 10 , 5 ) AND theme ( 10 , 13 ) ; beside ( 13 , 19 ) ; on ( 25 , 37 ) ; beside ( 37 , 45 ) ; beside ( 53 , 59 )
249	Emily admired a girl beside the monkey on the bible in the car in a palace on a surface on a desk on a cupboard on the table .	pp_recursion	* Emily ( 14 ) ; * girl ( 25 ) ; * monkey ( 33 ) ; * bible ( 43 ) ; * car ( 53 ) ; * palace ( 63 ) ; * surface ( 77 ) ; * desk ( 84 ) ; * cupboard ( 95 ) ; * table ( 105 ) ; admire ( 9 ) AND agent ( 9 , 14 ) AND theme ( 9 , 25 ) AND recipient ( 9 , 33 ) AND agent ( 9 , 53 ) AND recipient ( 9 , 43 ) AND agent ( 9 , 63 ) AND recipient ( 9 , 77 ) AND recipient ( 9 , 84 ) AND recipient (
250	A tenant liked the teacher in a glass on a stage in a house .	pp_recursion	* tenant ( 2 ) ; * teacher ( 15 ) ; * glass ( 29 ) ; * stage ( 38 ) ; * house ( 48 ) ; like ( 26 ) AND agent ( 26 , 2 ) AND theme ( 26 , 15 ) AND recipient ( 15 , 29 ) AND recipient ( 29 , 38 ) AND recipient ( 38 , 48 )
251	Eleanor painted a teacher in a house beside the stage on the table in a room .	pp_recursion	* Eleanor ( 11 ) ; * teacher ( 25 ) ; * house ( 32 ) ; * stage ( 43 ) ; * table ( 53 ) ; * room ( 63 ) ; paint ( 18 ) AND agent ( 18 , 11 ) AND theme ( 18 , 25 ) AND recipient ( 32 , 18 ) AND recipient ( 53 , 32 ) AND recipient ( 63 , 53 ) AND recipient ( 32 , 43 )
252	A teacher sold a bat beside a machine in the house on the chair in a room beside the sword on a seat on the table to a goose .	pp_recursion	* teacher ( 4 ) ; * bat ( 10 ) ; * machine ( 22 ) ; * house ( 36 ) ; * chair ( 51 ) ; * room ( 63 ) ; * sword ( 77 ) ; * seat ( 88 ) ; * table ( 98 ) ; * goose ( 107 ) ; sell ( 125 ) AND agent ( 125 , 4 ) AND theme ( 125 , 10 ) AND recipient ( 125 , 107 ) AND beside ( 10 , 22 ) AND beside ( 22 , 51 ) AND in ( 36 , 63 ) AND on ( 77 , 88 ) AND on ( 88 , 98 )
253	A dog painted the girl beside the chair in a house beside a road on a dish .	pp_recursion	* dog ( 37 ) ; * girl ( 25 ) ; * chair ( 20 ) ; * house ( 9 ) ; * road ( 3 ) ; * dish ( 47 ) ; paint ( 51 ) AND agent ( 51 , 37 ) AND theme ( 51 , 25 ) AND recipient ( 51 , 20 ) AND recipient ( 51 , 9 ) AND recipient ( 51 , 3 ) AND recipient ( 51 , 47 )
254	The baby returned James the donut on the tree in the house on the bed in a bag .	pp_recursion	* baby ( 5 ) ; James ( 11 ) ; donut ( 16 ) ; tree ( 25 ) ; house ( 34 ) ; bed ( 44 ) ; bag ( 54 ) ; return ( 62 ) AND agent ( 62 , 5 ) AND recipient ( 62 , 11 ) AND theme ( 62 , 16 ) AND location ( 62 , 25 ) AND location ( 62 , 34 ) AND location ( 62 , 44 ) AND location ( 62 , 54 )
255	The boy sold the cake on the boat on the leaflet in the haystack on a bed on a stage on a block in a garden on the chair to the president .	pp_recursion	* boy ( 5 ) ; * cake ( 14 ) ; * boat ( 29 ) ; * leaflet ( 36 ) ; * haystack ( 43 ) ; * bed ( 50 ) ; * stage ( 57 ) ; * block ( 64 ) ; * garden ( 71 ) ; * chair ( 78 ) ; * president ( 90 ) ; sell ( 84 ) AND agent ( 84 , 5 ) AND theme ( 84 , 14 ) AND recipient ( 84 , 29 ) AND recipient ( 84 , 36 ) AND recipient ( 84 , 43 ) AND recipient ( 84 , 50 ) AND recipient ( 84 , 57 ) AND recipient (
256	The girl cleaned a cat beside a table in a storage on a rock beside the bed in a house on the desk in the garden beside a car .	pp_recursion	* girl ( 4 ) ; * cat ( 12 ) ; * table ( 23 ) ; * storage ( 31 ) ; * rock ( 41 ) ; * bed ( 51 ) ; * house ( 63 ) ; * desk ( 73 ) ; * garden ( 88 ) ; * car ( 98 ) ; clean ( 104 ) AND agent ( 104 , 4 ) AND theme ( 104 , 12 ) AND recipient ( 104 , 23 ) AND recipient ( 104 , 31 ) AND recipient ( 104 , 41 ) AND recipient ( 104 , 51 ) AND recipient ( 104 , 63 ) AND recipient ( 104 , 73 ) AND recipient (
257	A girl handed the block beside a mirror beside a book in a vessel in the room in a house in the box beside the bag beside a log in the saucepan in the car beside the table to Liam .	pp_recursion	* girl ( 3 ) ; block ( 13 ) ; mirror ( 17 ) ; book ( 21 ) ; vessel ( 25 ) ; room ( 29 ) ; house ( 33 ) ; box ( 37 ) ; bag ( 41 ) ; log ( 45 ) ; saucepan ( 49 ) ; car ( 54 ) ; table ( 58 ) ; Liam ( 62 ) ; hand ( 73 ) AND agent ( 73 , 3 ) AND theme ( 73 , 13 ) AND recipient ( 73 , 62 ) AND beside(13,17) AND beside(17,21) AND beside(21,25) AND beside(25,29) AND beside(29
258	Liam ate the cookie in a penthouse beside the book in the house in the stadium on a bible beside the car in a bakery beside the table beside the machine in the container .	pp_recursion	* Liam ( 7 ) ; * cookie ( 10 ) ; * penthouse ( 19 ) ; * book ( 25 ) ; * house ( 31 ) ; * stadium ( 37 ) ; * bible ( 44 ) ; * car ( 51 ) ; * bakery ( 58 ) ; * table ( 65 ) ; * machine ( 72 ) ; * container ( 82 ) ; eat ( 96 ) AND agent ( 96 , 7 ) AND theme ( 96 , 10 ) AND location ( 10 , 19 ) AND location ( 19 , 31 ) AND location ( 31 , 37 ) AND location ( 37 , 44 ) AND location ( 44 ,
259	William helped a boy beside the table on a truck beside the tree on the yacht beside a bed in a car beside a boat beside a chair on a seat in a envelope on a shelf .	pp_recursion	* William ( 3 ) ; * boy ( 18 ) ; * table ( 28 ) ; * truck ( 46 ) ; * tree ( 60 ) ; * yacht ( 77 ) ; * bed ( 92 ) ; * car ( 107 ) ; * boat ( 123 ) ; * chair ( 140 ) ; * seat ( 150 ) ; * envelope ( 163 ) ; * shelf ( 180 ) ; help ( 6 ) AND agent ( 6 , 3 ) AND theme ( 6 , 18 ) AND recipient ( 6 , 28 ) AND recipient ( 6 , 46 ) AND recipient ( 6 , 60 ) AND recipient ( 6 , 77 )
260	The lion preferred to crawl .	prim_to_inf_arg	* lion ( 13 ) ; crawl ( 23 ) AND agent ( 23 , 13 ) AND preference ( 23 )
261	Elijah wanted to crawl .	prim_to_inf_arg	* Elijah ( 11 ) ; crawl ( 26 ) ; want ( 15 ) AND agent ( 15 , 11 ) AND theme ( 15 , 26 )
262	A student wanted to crawl .	prim_to_inf_arg	student ( 12 ) ; crawl ( 23 ) ; want ( 35 ) AND agent ( 35 , 12 ) AND theme ( 23 )
263	Liam dreamed to crawl .	prim_to_inf_arg	Liam ( 14 ) ; dream ( 25 ) AND agent ( 25 , 14 ) AND theme ( 25 , crawl ( 31 ) )
264	A butterfly hoped that Ava wanted to crawl .	prim_to_inf_arg	butterfly ( 7 ) ; Ava ( 11 ) ; hope ( 23 ) AND agent ( 23 , 7 ) AND recipient ( 23 , 11 ) AND crawl ( 34 ) AND theme ( 34 ) AND agent ( 34 , 11 ) AND recipient ( 34 , 7 )
265	Avery wanted to crawl .	prim_to_inf_arg	* Avery ( 10 ) ; crawl ( 25 ) AND agent ( 25 , 10 )
266	A manager preferred to crawl .	prim_to_inf_arg	manager ( 38 ) ; crawl ( 50 ) ; prefer ( 23 ) AND agent ( 23 , 38 ) AND theme ( 23 , 50 )
267	Ava wanted to crawl .	prim_to_inf_arg	Ava ( 22 ) ; crawl ( 35 ) AND agent ( 35 , 22 )
268	The girl longed to crawl .	prim_to_inf_arg	* girl ( 32 ) ; crawl ( 43 ) AND agent ( 43 , 32 ) AND theme ( 43 ) AND recipient ( 32 )
269	A guard liked to crawl .	prim_to_inf_arg	guard ( 22 ) ; crawl ( 32 ) AND agent ( 32 , 22 ) AND like ( 45 ) AND theme ( 45 , 32 )
270	A hen expected to crawl .	prim_to_inf_arg	hen ( 2 ) ; expect ( 16 ) AND agent ( 16 , 2 ) AND theme ( 16 , crawl ( 23 ) )
271	The frog yearned to crawl .	prim_to_inf_arg	* frog ( 36 ) ; yearn ( 24 ) AND agent ( 24 , 36 ) AND theme ( 24 , crawl )
272	Emma liked that Noah wanted to crawl .	prim_to_inf_arg	Emma ( 11 ) ; Noah ( 26 ) ; like ( 36 ) AND agent ( 36 , 11 ) AND theme ( 36 , 26 ) AND recipient ( 36 , 44 ) AND crawl ( 44 ) AND agent ( 44 , 26 )
273	A child planned to crawl .	prim_to_inf_arg	* child ( 21 ) ; plan ( 37 ) AND agent ( 37 , 21 ) AND theme ( 37 , crawl )
274	A chicken longed to crawl .	prim_to_inf_arg	chicken ( 12 ) ; crawl ( 36 ) AND recipient ( 36 , 12 ) AND theme ( 36 ) AND long ( 21 )
275	The dog yearned to crawl .	prim_to_inf_arg	* dog ( 43 ) ; yearn ( 15 ) ; crawl ( 24 ) AND agent ( 15 , 43 ) AND theme ( 24 )
276	The scientist wanted to crawl .	prim_to_inf_arg	* scientist ( 5 ) ; crawl ( 23 ) ; want ( 16 ) AND agent ( 16 , 5 ) AND theme ( 16 , 23 )
277	Madison wanted to crawl .	prim_to_inf_arg	Madison ( 14 ) ; crawl ( 37 ) AND agent ( 37 , 14 )
278	A lion itched to crawl .	prim_to_inf_arg	lion ( 4 ) ; crawl ( 18 ) ; itch ( 35 ) AND agent ( 35 , 4 ) AND recipient ( 35 , 18 )
279	Logan wanted to crawl .	prim_to_inf_arg	Logan ( 12 ) ; crawl ( 23 ) AND agent ( 23 , 12 )
280	Owen rented Olivia the shark beside the stool .	prim_to_obj_common	Owen ( 7 ) ; Olivia ( 18 ) ; shark ( 14 ) ; stool ( 26 ) ; rent ( 40 ) AND agent ( 40 , 7 ) AND theme ( 40 , 14 ) AND recipient ( 40 , 18 ) AND location ( 40 , 26 )
281	A bear gave Claire a shark .	prim_to_obj_common	bear ( 21 ) ; Claire ( 30 ) ; shark ( 40 ) ; give ( 47 ) AND agent ( 47 , 21 ) AND recipient ( 47 , 30 ) AND theme ( 47 , 40 )
282	A cat posted the shark on the desk to Sophia .	prim_to_obj_common	* cat ( 21 ) ; * shark ( 29 ) ; * desk ( 35 ) ; Sophia ( 41 ) ; post ( 50 ) AND agent ( 50 , 21 ) AND theme ( 50 , 29 ) AND recipient ( 50 , 35 ) AND recipient ( 50 , 41 )
283	Liam sold the shark to Emma .	prim_to_obj_common	Liam ( 10 ) ; shark ( 22 ) ; Emma ( 33 ) ; sell ( 14 ) AND agent ( 14 , 10 ) AND theme ( 14 , 22 ) AND recipient ( 14 , 33 )
284	A tiger rolled a shark .	prim_to_obj_common	tiger ( 33 ) ; shark ( 21 ) ; roll ( 47 ) AND agent ( 47 , 33 ) AND theme ( 47 , 21 )
285	James drew a shark .	prim_to_obj_common	James ( 7 ) ; * shark ( 14 ) ; draw ( 35 ) AND agent ( 35 , 7 ) AND theme ( 35 , 14 )
286	Isabella gave the shark in the car to Emma .	prim_to_obj_common	Isabella ( 19 ) ; shark ( 31 ) ; car ( 26 ) ; Emma ( 44 ) ; give ( 11 ) AND agent ( 11 , 19 ) AND theme ( 11 , 31 ) AND recipient ( 11 , 44 ) AND location ( 31 , 26 )
287	Emma rolled a shark on the notebook .	prim_to_obj_common	Emma ( 5 ) ; shark ( 15 ) ; notebook ( 28 ) ; roll ( 18 ) AND theme ( 18 , 15 ) AND agent ( 18 , 5 ) AND recipient ( 18 , 28 )
